//OptionValue
// 1 = fireworks
// 2 = verificar classe
// 4 = dropar section toda
// 8 = sockets

3
//Index	DropRate
0		10000	//Set socket def DW
end

4
//Index	Section	SectionRate	MoneyAmount	OptionValue	DW	DK	FE	MG	DL	SU	RF	GL
0		5		10000		0			4			1	1	1	1	1	1	1	1
end

//DW
5
//Index	Level	Grade	Option0	Option1	Option2	Option3	Option4	Option5	Option6	Duration
7620	0	0	0	0	0	0	0	0	0	0	//Anvil
7668	0	0	0	0	0	0	0	0	0	250	//Joia 1
7668	0	0	0	0	0	0	0	0	0	250	//Joia 1
7668	0	0	0	0	0	0	0	0	0	250	//Joia 1
7668	0	0	0	0	0	0	0	0	0	250	//Joia 1
7670	0	0	0	0	0	0	0	0	0	250	//Joia 2
7670	0	0	0	0	0	0	0	0	0	250	//Joia 2
7670	0	0	0	0	0	0	0	0	0	250	//Joia 2
7670	0	0	0	0	0	0	0	0	0	250	//Joia 2
7674	0	0	0	0	0	0	0	0	0	250	//Joia 3
7674	0	0	0	0	0	0	0	0	0	250	//Joia 3
7674	0	0	0	0	0	0	0	0	0	250	//Joia 3
7674	0	0	0	0	0	0	0	0	0	250	//Joia 3
7675	0	0	0	0	0	0	0	0	0	250	//Joia 4
7675	0	0	0	0	0	0	0	0	0	250	//Joia 4
7675	0	0	0	0	0	0	0	0	0	250	//Joia 4
7675	0	0	0	0	0	0	0	0	0	250	//Joia 4
7679	0	0	0	0	0	0	0	0	0	5	//Galaxy
end
